1	Cincinatti Whisperer	4.99	143
1	Circus Youth	2.99	90
1	Citizen Shrek	0.99	165
1	Cleopatra Devil	0.99	150
1	Clerks Angels	4.99	164
1	Clockwork Paradise	0.99	143
1	Clones Pinocchio	2.99	124
1	Closer Bang	4.99	58
1	Club Graffiti	0.99	65
1	Clue Grail	4.99	70
1	Clueless Bucket	2.99	95
1	Clyde Theory	0.99	139
1	Coast Rainbow	0.99	55
1	Core Suit	2.99	92
1	Coldblooded Darling	4.99	70
1	Color Philadelphia	2.99	149
1	Coma Head	4.99	109
1	Comancheros Enemy	0.99	67
1	Comforts Rush	2.99	76
1	Command Darling	4.99	120
1	Commandments Express	4.99	59
1	Coneheads Smoochy	4.99	112
1	Confessions Maguire	4.99	65
1	Confidential Interview	4.99	180
1	Confused Candles	2.99	122
1	Congeniality Quest	0.99	87
1	Connecticut Tramp	4.99	172
1	Connection Microcosmos	0.99	115
1	Conquerer Nuts	4.99	173
1	Conspiracy Spirit	2.99	184
1	Contact Anonymous	2.99	166
1	Control Anthem	4.99	185
1	Conversation Downhill	4.99	112
1	Cowboy Doom	2.99	146
1	Craft Outfield	0.99	64
1	Cranes Reservoir	2.99	57
1	Crazy Home	2.99	136
1	Creatures Shakespeare	0.99	139
1	Creepers Kane	4.99	172
1	Crooked Frogmen	0.99	143
1	Crossing Divorce	4.99	50
1	Crossroads Casualties	2.99	153
1	Crow Grease	0.99	104
1	Crowds Telemark	4.99	112
1	Cruelty Unforgiven	0.99	69
1	Crusade Honey	2.99	112
1	Crystal Breaking	2.99	184
1	Cupboard Sinners	2.99	56
1	Curtain Videotape	0.99	133
1	Cyclone Family	2.99	176
1	Daddy Pittsburgh	4.99	161
1	Daisy Menagerie	4.99	84
1	Dalmations Sweden	0.99	106
1	Dances None	0.99	58
1	Dancing Fever	0.99	144
1	Dangerous Uptown	4.99	121
1	Dares Pluto	2.99	89
1	Darkness War	2.99	99
1	Darko Dorado	4.99	130
1	Darling Breaking	4.99	165
1	Darn Forrester	4.99	185
1	Daughter Madigan	4.99	59
1	Dawn Pond	4.99	57
1	Day Unfaithful	4.99	113
1	Dazed Punk	4.99	120
1	Deceiver Betrayed	0.99	122
1	Deep Crusade	4.99	51
1	Deer Virginian	2.99	106
1	Deliverance Mulholland	0.99	100
1	Desert Poseidon	4.99	64
1	Desire Alien	2.99	76
1	Desperate Trainspotting	4.99	81
1	Destination Jerk	0.99	76
1	Destiny Saturday	4.99	56
1	Details Packer	4.99	88
1	Detective Vision	0.99	143
1	Devil Desire	4.99	87
1	Diary Panic	2.99	107
1	Dinosaur Secretary	2.99	63
1	Dirty Ace	2.99	147
1	Disciple Mother	0.99	141
1	Disturbing Scarface	2.99	94
1	Divide Monster	2.99	68
1	Divine Resurrection	2.99	100
1	Divorce Shining	2.99	47
1	Doctor Grail	2.99	57
1	Dogma Family	4.99	122
1	Dolls Rage	2.99	120
1	Donnie Alley	0.99	125
1	Doom Dancing	0.99	68
1	Doors President	4.99	49
1	Dorado Notting	4.99	139
1	Double Wrath	0.99	177
1	Doubtfire Labyrinth	4.99	154
1	Downhill Enough	0.99	47
1	Dozen Lion	4.99	177
1	Dracula Crystal	0.99	176
1	Dragon Squad	0.99	170
1	Dragonfly Strangers	4.99	133
1	Dream Pickup	2.99	135
1	Drifter Commandments	4.99	61
1	Driver Annie	2.99	159
1	Driving Polish	4.99	175
1	Drop Waterfront	4.99	178
1	Drumline Cyclone	0.99	110
1	Drums Dynamite	0.99	96
1	Duck Racer	2.99	116
1	Dude Blindness	4.99	132
1	Duffel Apocalypse	0.99	171
1	Dumbo Lust	0.99	119
1	Durham Panky	4.99	154
1	Dwarfs Alter	2.99	101
1	Dynamite Tarzan	0.99	141
1	Eagles Panky	4.99	140
1	Early Home	4.99	96
1	Earring Instinct	0.99	98
1	Earth Vision	0.99	85
1	Easy Gladiator	4.99	148
1	Edge Kissing	4.99	153
1	Effect Gladiator	0.99	107
1	Egg Igby	2.99	67
1	Egypt Tenenbaums	0.99	85
1	Element Freddy	4.99	115
1	Elephant Trojan	4.99	126
1	Elf Murder	4.99	155
1	Elizabeth Shane	4.99	152
1	Empire Malkovich	0.99	177
1	Encino Elf	0.99	143
1	Encounters Curtain	0.99	92
1	Ending Crowds	0.99	85
1	Enemy Odds	4.99	77
1	English Bulworth	0.99	51
1	Enough Raging	2.99	158
1	Entrapment Satisfaction	0.99	176
1	Escape Metropolis	2.99	167
1	Eve Resurrection	4.99	66
1	Everyone Craft	0.99	163
1	Evolution Alter	0.99	174
1	Excitement Eve	0.99	51
1	Exorcist Sting	2.99	167
1	Expecations Natural	4.99	138
1	Expendable Stallion	0.99	97
1	Express Lonely	2.99	178
1	Extraordinary Conquerer	2.99	122
1	Eyes Driving	2.99	172
1	Factory Dragon	0.99	144
1	Falcon Volume	4.99	102
1	Family Sweet	0.99	155
1	Fantasia Park	2.99	131
1	Fantasy Troopers	0.99	58
1	Fargo Gandhi	2.99	130
1	Fatal Haunted	2.99	91
1	Feathers Metal	0.99	104
1	Fellowship Autumn	4.99	77
1	Ferris Mother	2.99	142
1	Feud Frogmen	0.99	98
1	Fever Empire	4.99	158
1	Fiction Christmas	0.99	72
1	Fiddler Lost	4.99	75
1	Fidelity Devil	4.99	118
1	Fight Jawbreaker	0.99	91
1	Finding Anaconda	0.99	156
1	Fire Wolves	4.99	173
1	Fireball Philadelphia	0.99	148
1	Firehouse Vietnam	0.99	103
1	Fish Opus	2.99	125
1	Flamingos Connecticut	4.99	80
1	Flash Wars	4.99	123
1	Flatliners Killer	2.99	100
1	Flight Lies	4.99	179
1	Flintstones Happiness	4.99	148
1	Floats Garden	2.99	145
1	Flying Hook	2.99	69
1	Fool Mockingbird	4.99	158
1	Forever Candidate	2.99	131
1	Forrest Sons	2.99	63
1	Forrester Comancheros	4.99	112
1	Forward Temple	2.99	90
1	Frankenstein Stranger	0.99	159
1	Freaky Pocus	2.99	126
1	Freddy Storm	4.99	65
1	Freedom Cleopatra	0.99	133
1	French Holiday	4.99	99
1	Frida Slipper	2.99	73
1	Frisco Forrest	4.99	51
1	Frogmen Breaking	0.99	111
1	Frontier Cabin	4.99	183
1	Frost Head	0.99	82
1	Fugitive Maguire	4.99	83
1	Full Flatliners	2.99	94
1	Fury Murder	0.99	178
1	Gables Metropolis	0.99	161
1	Galaxy Sweethearts	4.99	128
1	Games Bowfinger	4.99	119
1	Gandhi Kwai	0.99	86
1	Gangs Pride	2.99	185
1	Garden Island	4.99	80
1	Gaslight Crusade	2.99	106
1	Gathering Calendar	0.99	176
1	Gentlemen Stage	2.99	125
1	Ghost Groundhog	4.99	85
1	Ghostbusters Elf	0.99	101
1	Giant Troopers	2.99	102
1	Gilbert Pelican	0.99	114
1	Gilmore Boiled	0.99	163
1	Gladiator Westward	4.99	173
1	Glass Dying	0.99	103
1	Gleaming Jawbreaker	2.99	89
1	Glory Tracy	2.99	115
1	Go Purple	0.99	54
1	Godfather Diary	2.99	73
1	Gold River	4.99	154
1	Goldfinger Sensibility	0.99	93
1	Goldmine Tycoon	0.99	153
1	Gone Trouble	2.99	84
1	Goodfellas Salute	4.99	56
1	Gorgeous Bingo	2.99	108
1	Gosford Donnie	4.99	129
1	Graceland Dynamite	4.99	140
1	Graduate Lord	2.99	156
1	Graffiti Love	0.99	117
1	Grail Frankenstein	2.99	85
1	Grapes Fury	0.99	155
1	Grease Youth	0.99	135
1	Greatest North	2.99	93
1	Greedy Roots	0.99	166
1	Greek Everyone	2.99	176
1	Grinch Massage	4.99	150
1	Grit Clockwork	0.99	137
1	Groove Fiction	0.99	111
1	Groundhog Uncut	4.99	139
1	Gump Date	4.99	53
1	Gun Bonnie	0.99	100
1	Gunfight Moon	0.99	70
1	Gunfighter Mussolini	2.99	127
1	Guys Falcon	4.99	84
1	Half Outfield	2.99	146
1	Hall Cassidy	4.99	51
1	Halloween Nuts	2.99	47
1	Hamlet Wisdom	2.99	146
1	Identity Lover	2.99	119
1	Handicap Boondock	0.99	108
1	Hanging Deep	4.99	62
1	Hanky October	2.99	107
1	Hanover Galaxy	4.99	47
1	Happiness United	2.99	100
1	Hardly Robbers	2.99	72
1	Harold French	0.99	168
1	Harper Dying	0.99	52
1	Harry Idaho	4.99	121
1	Hate Handicap	0.99	107
1	Haunted Antitrust	4.99	76
1	Haunting Pianist	0.99	181
1	Hawk Chill	0.99	47
1	Head Stranger	4.99	69
1	Heartbreakers Bright	4.99	59
1	Heaven Freedom	2.99	48
1	Heavenly Gun	4.99	49
1	Heavyweights Beast	4.99	102
1	Hedwig Alter	2.99	169
1	Hellfighters Sierra	2.99	75
1	High Encino	2.99	84
1	Highball Potter	0.99	110
1	Hills Neighbors	0.99	93
1	Hobbit Alien	0.99	157
1	Hocus Frida	2.99	141
1	Holes Brannigan	4.99	128
1	Holiday Games	4.99	78
1	Hollow Jeopardy	4.99	136
1	Hollywood Anonymous	0.99	69
1	Holocaust Highball	0.99	149
1	Holy Tadpole	0.99	88
1	Home Pity	4.99	185
1	Homeward Cider	0.99	103
1	Homicide Peach	2.99	141
1	Honey Ties	0.99	84
1	Hook Chariots	0.99	49
1	Idols Snatchers	2.99	84
1	Hoosiers Birdcage	2.99	176
1	Hope Tootsie	2.99	139
1	Horn Working	2.99	95
1	Horror Reign	0.99	139
1	Hotel Happiness	4.99	181
1	Hours Rage	0.99	122
1	House Dynamite	2.99	109
1	Human Graffiti	2.99	68
1	Hunchback Impossible	4.99	151
1	Hunger Roof	0.99	105
1	Hunter Alter	2.99	125
1	Hunting Musketeers	2.99	65
1	Hurricane Affair	2.99	49
1	Hustler Party	4.99	83
1	Hyde Doctor	2.99	100
1	Hysterical Grail	4.99	150
1	Ice Crossing	2.99	131
1	Idaho Love	2.99	172
1	Igby Maker	4.99	160
1	Illusion Amelie	0.99	122
1	Image Princess	2.99	178
1	Impact Aladdin	0.99	180
1	Impossible Prejudice	4.99	103
1	Inch Jet	4.99	167
1	Independence Hotel	0.99	157
1	Indian Love	0.99	135
1	Informer Double	4.99	74
1	Innocent Usual	4.99	178
1	Insects Stone	0.99	123
1	Insider Arizona	2.99	78
1	Instinct Airport	2.99	116
1	Intentions Empire	2.99	107
1	Interview Liaisons	4.99	59
1	Intolerable Intentions	4.99	63
1	Intrigue Worst	0.99	181
1	Invasion Cyclone	2.99	97
1	Iron Moon	4.99	46
1	Ishtar Rocketeer	4.99	79
1	Island Exorcist	2.99	84
1	Italian African	4.99	174
1	Jacket Frisco	2.99	181
1	Jade Bunch	2.99	174
1	Japanese Run	0.99	135
1	Jason Trap	2.99	130
1	Jawbreaker Brooklyn	0.99	118
1	Jaws Harry	2.99	112
1	Jedi Beneath	0.99	128
1	Jeepers Wedding	2.99	84
1	Jekyll Frogmen	2.99	58
1	Jeopardy Encino	0.99	102
1	Jericho Mulan	2.99	171
1	Jerk Paycheck	2.99	172
1	Jersey Sassy	4.99	60
1	Jet Neighbors	4.99	59
1	Jingle Sagebrush	4.99	124
1	Joon Northwest	0.99	105
1	Juggler Hardly	0.99	54
1	Jumanji Blade	2.99	121
1	Jumping Wrath	0.99	74
1	Jungle Closer	0.99	134
1	Kane Exorcist	0.99	92
1	Karate Moon	0.99	120
1	Kentuckian Giant	2.99	169
1	Kick Savannah	0.99	179
1	Kill Brotherhood	0.99	54
1	Killer Innocent	2.99	161
1	King Evolution	4.99	184
1	Kiss Glory	4.99	163
1	Kissing Dolls	4.99	141
1	Knock Warlock	2.99	71
1	Kramer Chocolate	2.99	171
1	Kwai Homeward	0.99	46
1	Labyrinth League	2.99	46
1	Rush Goodfellas	0.99	48
1	Lady Stage	4.99	67
1	Ladybugs Armageddon	0.99	113
1	Lambs Cincinatti	4.99	144
1	Language Cowboy	0.99	78
1	Lawless Vision	4.99	181
1	Lawrence Love	0.99	175
1	League Hellfighters	4.99	110
1	Leathernecks Dwarfs	2.99	153
1	Lebowski Soldiers	2.99	69
1	Legally Secretary	4.99	113
1	Legend Jedi	0.99	59
1	Lesson Cleopatra	0.99	167
1	Liaisons Sweet	4.99	140
1	Liberty Magnificent	2.99	138
1	License Weekend	2.99	91
1	Lies Treatment	4.99	147
1	Life Twisted	2.99	137
1	Lights Deer	0.99	174
1	Mars Roman	0.99	62
1	Lion Uncut	0.99	50
1	Loathing Legally	0.99	140
1	Lock Rear	2.99	120
1	Lola Agent	4.99	85
1	Lolita World	2.99	155
1	Lonely Elephant	2.99	67
1	Lord Arizona	2.99	108
1	Lose Inch	0.99	137
1	Loser Hustler	4.99	80
1	Lost Bird	2.99	98
1	Louisiana Harry	0.99	70
1	Love Suicides	0.99	181
1	Lovely Jingle	2.99	65
1	Lover Truman	2.99	75
1	Loverboy Attacks	0.99	162
1	Luck Opus	2.99	152
1	Lucky Flying	2.99	97
1	Luke Mummy	2.99	74
1	Mask Peach	2.99	123
1	Lust Lock	2.99	52
1	Madigan Dorado	4.99	116
1	Madison Trap	2.99	147
1	Madness Attacks	0.99	178
1	Madre Gables	2.99	98
1	Magic Mallrats	0.99	117
1	Magnificent Chitty	2.99	53
1	Magnolia Forrester	0.99	171
1	Maguire Apache	2.99	74
1	Maiden Home	4.99	138
1	Majestic Floats	0.99	130
1	Maker Gables	0.99	136
1	Malkovich Pet	2.99	159
1	Mallrats United	0.99	133
1	Maltese Hope	4.99	127
1	Manchurian Curtain	2.99	177
1	Mannequin Worst	2.99	71
1	Married Go	2.99	114
1	Masked Bubble	0.99	151
1	Massacre Usual	4.99	165
1	Massage Image	2.99	161
1	Matrix Snowman	4.99	56
1	Maude Mod	0.99	72
1	Meet Chocolate	2.99	80
1	Memento Zoolander	4.99	77
1	Menagerie Rushmore	2.99	147
1	Mermaid Insects	4.99	104
1	Metal Armageddon	2.99	161
1	Metropolis Coma	2.99	64
1	Microcosmos Paradise	2.99	105
1	Midnight Westward	0.99	86
1	Midsummer Groundhog	4.99	48
1	Mighty Luck	2.99	122
1	Mile Mulan	0.99	64
1	Million Ace	4.99	142
1	Minds Truman	4.99	149
1	Mine Titans	4.99	166
1	Minority Kiss	0.99	59
1	Miracle Virtual	2.99	162
1	Mission Zoolander	4.99	164
1	Mixed Doors	2.99	180
1	Mob Duffel	0.99	105
1	Mockingbird Hollywood	0.99	60
1	Mod Secretary	4.99	77
1	Model Fish	4.99	175
1	Modern Dorado	0.99	74
1	Money Harold	2.99	135
1	Monsoon Cause	4.99	182
1	Monster Spartacus	2.99	107
1	Monterey Labyrinth	0.99	158
1	Montezuma Command	0.99	126
1	Moon Bunch	0.99	83
1	Moonshine Cabin	4.99	171
1	Moonwalker Fool	4.99	184
1	Mosquito Armageddon	0.99	57
1	Mother Oleander	0.99	103
1	Motions Details	0.99	166
1	Moulin Wake	0.99	79
1	Mourning Purple	0.99	146
1	Movie Shakespeare	4.99	53
1	Mulan Moon	0.99	160
1	Mulholland Beast	2.99	157
1	Mummy Creatures	0.99	160
1	Muppet Mile	4.99	50
1	Murder Antitrust	2.99	166
1	Muscle Bright	2.99	185
1	Music Boondock	0.99	129
1	Musketeers Wait	4.99	73
1	Mussolini Spoilers	2.99	180
1	Mystic Truman	0.99	92
1	Name Detective	4.99	178
1	Nash Chocolat	2.99	180
1	National Story	2.99	92
1	Natural Stock	0.99	50
1	Necklace Outbreak	0.99	132
1	Neighbors Charade	0.99	161
1	Nemo Campus	2.99	131
1	Network Peak	2.99	75
1	Newsies Story	0.99	159
1	Newton Labyrinth	0.99	75
1	Nightmare Chill	4.99	149
1	None Spiking	0.99	83
1	Noon Papi	2.99	57
1	North Tequila	4.99	67
1	Northwest Polish	2.99	172
1	Notorious Reunion	0.99	128
1	Notting Speakeasy	0.99	48
1	Novocaine Flight	0.99	64
1	Nuts Ties	4.99	145
1	October Submarine	4.99	54
1	Odds Boogie	0.99	48
1	Oklahoma Jumanji	0.99	58
1	Oleander Clue	0.99	161
1	Open African	4.99	131
1	Operation Operation	2.99	156
1	Opposite Necklace	4.99	92
1	Opus Ice	4.99	102
1	Orange Grapes	0.99	76
1	Order Betrayed	2.99	120
1	Orient Closer	2.99	118
1	Oscar Gold	2.99	115
1	Others Soup	2.99	118
1	Outbreak Divine	0.99	169
1	Outfield Massacre	0.99	129
1	Outlaw Hanky	4.99	148
1	Oz Liaisons	2.99	85
1	Pacific Amistad	0.99	144
1	Packer Madigan	0.99	84
1	Pajama Jawbreaker	0.99	126
1	Panic Club	4.99	102
1	Panky Submarine	4.99	93
1	Panther Reds	4.99	109
1	Papi Necklace	0.99	128
1	Paradise Sabrina	2.99	48
1	Paris Weekend	2.99	121
1	Park Citizen	4.99	109
1	Party Knock	2.99	107
1	Past Suicides	4.99	157
1	Paths Control	4.99	118
1	Patient Sister	0.99	99
1	Patriot Roman	2.99	65
1	Patton Interview	2.99	175
1	Paycheck Wait	4.99	145
1	Peach Innocent	2.99	160
1	Peak Forever	4.99	80
1	Pearl Destiny	2.99	74
1	Pelican Comforts	4.99	48
1	Perdition Fargo	4.99	99
1	Perfect Groove	2.99	82
1	Personal Ladybugs	0.99	118
1	Pet Haunting	0.99	99
1	Phantom Glory	2.99	60
1	Philadelphia Wife	4.99	137
1	Pianist Outfield	0.99	136
1	Pickup Driving	2.99	77
1	Pilot Hoosiers	2.99	50
1	Pinocchio Simon	4.99	103
1	Pirates Roxanne	0.99	100
1	Pittsburgh Hunchback	4.99	134
1	Pity Bound	4.99	60
1	Pizza Jumanji	2.99	173
1	Platoon Instinct	4.99	132
1	Pluto Oleander	4.99	84
1	Pocus Pulp	0.99	138
1	Polish Brooklyn	0.99	61
1	Pollock Deliverance	2.99	137
1	Pond Seattle	2.99	185
1	Poseidon Forever	4.99	159
1	Potluck Mixed	2.99	179
1	Potter Connecticut	2.99	115
1	Prejudice Oleander	4.99	98
1	President Bang	4.99	144
1	Pride Alamo	0.99	114
1	Primary Glass	0.99	53
1	Princess Giant	2.99	71
1	Private Drop	4.99	106
1	Prix Undefeated	2.99	115
1	Psycho Shrunk	2.99	155
1	Pulp Beverly	2.99	89
1	Punk Divorce	4.99	100
1	Pure Runner	2.99	121
1	Purple Movie	2.99	88
1	Queen Luke	4.99	163
1	Quest Mussolini	2.99	177
1	Quills Bull	4.99	112
1	Racer Egg	2.99	147
1	Rage Games	4.99	120
1	Raging Airplane	4.99	154
1	Raiders Antitrust	0.99	82
1	Rainbow Shock	4.99	74
1	Random Go	2.99	73
1	Range Moonwalker	4.99	147
1	Reap Unfaithful	2.99	136
1	Rear Trading	0.99	97
1	Rebel Airport	0.99	73
1	Records Zorro	4.99	182
1	Redemption Comforts	2.99	179
1	Reds Pocus	4.99	182
1	Reef Salute	0.99	123
1	Reign Gentlemen	2.99	82
1	Remember Diary	2.99	110
1	Requiem Tycoon	4.99	167
1	Reservoir Adaptation	2.99	61
1	Resurrection Silverado	0.99	117
1	Reunion Witches	0.99	63
1	Rider Caddyshack	2.99	177
1	Ridgemont Submarine	0.99	46
1	Right Cranes	4.99	153
1	Rings Heartbreakers	0.99	58
1	River Outlaw	0.99	149
1	Road Roxanne	4.99	158
1	Robbers Joon	2.99	102
1	Robbery Bright	0.99	134
1	Rock Instinct	0.99	102
1	Rocketeer Mother	0.99	178
1	Rocky War	4.99	145
1	Rollercoaster Bringing	2.99	153
1	Roman Punk	0.99	81
1	Roof Champion	0.99	101
1	Room Roman	0.99	60
1	Roots Remember	0.99	89
1	Roses Treasure	4.99	162
1	Rouge Squad	0.99	118
1	Roxanne Rebel	0.99	171
1	Rugrats Shakespeare	0.99	109
1	Rules Human	4.99	153
1	Run Pacific	0.99	145
1	Runaway Tenenbaums	0.99	181
1	Runner Madigan	0.99	101
1	Rushmore Mermaid	2.99	150
1	Sabrina Midnight	4.99	99
1	Saddle Antitrust	2.99	80
1	Sagebrush Clueless	2.99	106
1	Saints Bride	2.99	125
1	Salute Apollo	2.99	73
1	Samurai Lion	2.99	110
1	Santa Paris	2.99	154
1	Sassy Packer	0.99	154
1	Satisfaction Confidential	4.99	75
1	Saturday Lambs	4.99	150
1	Saturn Name	4.99	182
1	Savannah Town	0.99	84
1	Scalawag Duck	4.99	183
1	Scarface Bang	4.99	102
1	School Jacket	4.99	151
1	Scissorhands Slums	2.99	147
1	Ship Wonderland	2.99	104
1	Scorpion Apollo	4.99	137
1	Sea Virgin	2.99	80
1	Seabiscuit Punk	2.99	112
1	Searchers Wait	2.99	182
1	Seattle Expecations	4.99	110
1	Secret Groundhog	4.99	90
1	Secretary Rouge	4.99	158
1	Secrets Paradise	4.99	109
1	Sense Greek	4.99	54
1	Sensibility Rear	4.99	98
1	Seven Swarm	4.99	127
1	Shakespeare Saddle	2.99	60
1	Shane Darkness	2.99	93
1	Shanghai Tycoon	2.99	47
1	Shawshank Bubble	4.99	80
1	Shepherd Midsummer	0.99	113
1	Shining Roses	0.99	125
1	Shock Cabin	2.99	79
1	Shootist Superfly	0.99	67
1	Show Lord	4.99	167
1	Shrek License	2.99	154
1	Shrunk Divine	2.99	139
1	Side Ark	0.99	52
1	Siege Madre	0.99	111
1	Sierra Divide	0.99	135
1	Silence Kane	0.99	67
1	Silverado Goldfinger	4.99	74
1	Simon North	0.99	51
1	Sinners Atlantis	2.99	126
1	Sister Freddy	4.99	152
1	Sky Miracle	2.99	132
1	Slacker Liaisons	4.99	179
1	Sleeping Suspects	4.99	129
1	Sleepless Monsoon	4.99	64
1	Sleepy Japanese	2.99	137
1	Sleuth Orient	0.99	87
1	Sling Luke	0.99	84
1	Slipper Fidelity	0.99	156
1	Slums Duck	0.99	147
1	Smile Earring	2.99	60
1	Smoking Barbarella	0.99	50
1	Smoochy Control	0.99	184
1	Snatch Slipper	4.99	110
1	Snatchers Montezuma	2.99	74
1	Snowman Rollercoaster	0.99	62
1	Soldiers Evolution	4.99	185
1	Something Duck	4.99	180
1	Song Hedwig	0.99	165
1	Sons Interview	2.99	184
1	Sorority Queen	0.99	184
1	Soup Wisdom	0.99	169
1	South Wait	2.99	143
1	Spartacus Cheaper	4.99	52
1	Speakeasy Date	2.99	165
1	Speed Suit	4.99	124
1	Spice Sorority	4.99	141
1	Spiking Element	2.99	79
1	Spinal Rocky	2.99	138
1	Spirit Flintstones	0.99	149
1	Spirited Casualties	0.99	138
1	Splash Gump	0.99	175
1	Splendor Patton	0.99	134
1	Spoilers Hellfighters	0.99	151
1	Spy Mile	2.99	112
1	Squad Fish	2.99	136
1	Stage World	2.99	85
1	Stagecoach Armageddon	4.99	112
1	Stallion Sundance	0.99	130
1	Stampede Disturbing	0.99	75
1	Star Operation	2.99	181
1	State Wasteland	2.99	113
1	Steel Santa	4.99	143
1	Steers Armageddon	4.99	140
1	Stepmom Dream	4.99	48
1	Sting Personal	4.99	93
